K = 1000, s = 0.6896, r = 1.32, mig = 0.1000, MAXTIME = 10000.00, NREPS = 1
00033.150, 0961, 0000, 0996, 0000, 1020, 0000, 1022, 0000, 0957, 0000, 0993, 0000, 0971, 0000, 0959, 0000, 0987, 0000, 0961, 0000, 1093, 0000, 1012, 0000, 0981, 0000, 0974, 0000, 0987, 0000, 0969, 0000, 1006, 0000, 1008, 0000, 1014, 0000, 0981, 0000, 1020, 0000, 1046, 0000, 0996, 0000, 1035, 0000, 0964, 0000, 1017, 0000, 0987, 0000, 0973, 0000, 1023, 0000, 1022, 0000, 0994, 0000, 1000, 0000, 0995, 0000, 0957, 0000, 0992, 0000, 0977, 0000, 1023, 0000, 0986, 0000, 1034, 0000, 1007, 0000, 1031, 0000, 0959, 0000, 0991, 0000, 0937, 0000, 1021, 0000, 1023, 0000, 1015, 0000, 0979, 0000, 0947, 0000, 0990, 0000, 0971, 0000, 1031, 0000, 1019, 0000, 0984, 0000, 0990, 0000, 1024, 0000, 0981, 0000, 0996, 0000, 1009, 0000, 0986, 0000, 0981, 0000, 1029, 0000, 0985, 0000, 0999, 0000, 1009, 0000, 0993, 0000, 0988, 0000, 1019, 0000, 1010, 0000, 0991, 0000, 0987, 0000, 1026, 0000, 1016, 0000, 1003, 0000, 0956, 0000, 0997, 0000, 0986, 0000, 1020, 0000, 1021, 0000, 1070, 0000, 0959, 0000, 1004, 0000, 0970, 0000, 1048, 0000, 0978, 0000, 0946, 0000, 1007, 0000, 0927, 0000, 0901, 0000, 0896, 0000, 0772, 0000, 0723, 0000, 0553, 0000, 0419, 0000, 0260, 0000, 0123, 0000, 0073, 0000, 0038, 0000, 0020, 0000, 0005, 0000
