K = 1000, s = 0.5646, r = 2.52, mig = 1.0000, MAXTIME = 10000.00, NREPS = 1
00068.500, 0000, 0474, 0000, 0475, 0000, 0478, 0000, 0482, 0000, 0512, 0000, 0482, 0000, 0480, 0000, 0540, 0000, 0503, 0000, 0509, 0000, 0504, 0000, 0518, 0000, 0483, 0000, 0511, 0000, 0482, 0000, 0527, 0000, 0486, 0000, 0495, 0000, 0467, 0000, 0506, 0000, 0486, 0000, 0495, 0000, 0463, 0000, 0461, 0000, 0537, 0000, 0445, 0000, 0503, 0000, 0489, 0000, 0483, 0000, 0521, 0000, 0480, 0000, 0474, 0000, 0501, 0000, 0431, 0000, 0528, 0000, 0534, 0000, 0482, 0000, 0512, 0000, 0468, 0000, 0474, 0000, 0474, 0000, 0477, 0000, 0490, 0000, 0473, 0000, 0509, 0000, 0439, 0000, 0474, 0000, 0475, 0000, 0513, 0000, 0465, 0000, 0518, 0000, 0469, 0000, 0455, 0000, 0476, 0000, 0478, 0000, 0454, 0000, 0502, 0000, 0462, 0000, 0499, 0000, 0491, 0000, 0448, 0000, 0472, 0000, 0487, 0000, 0503, 0000, 0461, 0000, 0486, 0000, 0481, 0000, 0474, 0000, 0515, 0000, 0470, 0000, 0485, 0000, 0478, 0000, 0491, 0000, 0475, 0000, 0460, 0000, 0472, 0000, 0450, 0000, 0485, 0000, 0514, 0000, 0506, 0000, 0470, 0000, 0485, 0000, 0500, 0000, 0483, 0000, 0470, 0000, 0463, 0000, 0480, 0000, 0500, 0000, 0476, 0000, 0496, 0000, 0459, 0000, 0489, 0000, 0496, 0000, 0467, 0000, 0486, 0000, 0465, 0000, 0489, 0000, 0527, 0000, 0464, 0000, 0485
